Nomination ID,SurveyName,Canopy School ID,Governance Descriptor (from Nominations) (from Official School Name)
Nominator_2020-08_Getting Smart_Lead Innovation Studio,Nominator_2020-08,299,Public district school
Nominator_2020-08_Big Picture Learning_Leominster Center for Excellence,Nominator_2020-08,300,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Leominster Center for Excellence,Nominator_2022-11,300,"Public district school, Public district school"
Nominator_2020-08_Kansas State Department of Education_Liberal High School,Nominator_2020-08,301,Public District School
Nominator_2020-08_Office of Innovation for Education in Arkansas_Lincoln Middle School (AR),Nominator_2020-08,302,Public district school
Nominator_2022-11_NewSchools Venture Fund_[Non-Operating School] Living School,Nominator_2022-11,303,"Public charter school, Public charter school"
Nominator_2020-08_The Learning Accelerator_[Non-Operating School] Living School,Nominator_2020-08,303,"Public charter school, Public charter school"
Nominator_2020-08_Office of Innovation for Education in Arkansas_Lonoke High School,Nominator_2020-08,304,
Nominator_2020-08_Big Picture Learning_Mapleton Early Career Preparation ,Nominator_2020-08,305,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Mapleton Early Career Preparation ,Nominator_2022-11,305,"Public district school, Public district school"
Nominator_2020-08_Overdeck Family Foundation_Achieve Community Charter School,Nominator_2020-08,306,Public charter school
Nominator_2020-08_Office of Innovation for Education in Arkansas_Marshall High School,Nominator_2020-08,307,Public district school
Nominator_2020-08_The Learning Accelerator_Matchbook Learning at Wendell Phillips,Nominator_2020-08,308,Public charter school
Nominator_2020-08_Big Picture Learning_Met Sacramento High School,Nominator_2020-08,309,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Met Sacramento High School,Nominator_2022-11,309,"Public district school, Public district school"
Nominator_2020-08_Big Picture Learning_Methow Valley Independent Learning Center,Nominator_2020-08,310,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Methow Valley Independent Learning Center,Nominator_2022-11,310,"Public district school, Public district school"
Nominator_2020-08_Getting Smart_Mountain Academy at Teton Science School - Jackson Campus,Nominator_2020-08,311,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Mountain Academy at Teton Science School - Jackson Campus,Nominator_2023-11,311,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2024-10_Transcend_Mountain Academy at Teton Science School - Jackson Campus,Nominator_2024-10,311,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2020-08_Big Picture Learning_Nashville Big Picture High School,Nominator_2020-08,312,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Nashville Big Picture High School,Nominator_2022-11,312,"Public district school, Public district school"
Nominator_2020-08_Education Reimagined_Nawayee Center School,Nominator_2020-08,313,Public district school
Nominator_2020-08_YouthForce Nola_New Orleans Accelerated High School,Nominator_2020-08,314,
Nominator_2020-08_YouthForce Nola_New Orleans Charter Science and Mathematics High School (SciHigh),Nominator_2020-08,315,
Nominator_2020-08_Big Picture Learning_New Village Girls Academy,Nominator_2020-08,316,"Public district school, Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_New Village Girls Academy,Nominator_2022-11,316,"Public district school, Public district school, Public district school"
Nominator_2020-11_Chan Zuckerberg Initiative_New Village Girls Academy,Nominator_2020-11,316,"Public district school, Public district school, Public district school"
Nominator_2020-08_Big Picture Learning_Newark East Side High School,Nominator_2020-08,317,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Newark East Side High School,Nominator_2022-11,317,"Public district school, Public district school"
Nominator_2020-08_Big Picture Learning_Newburgh Free Academy West,Nominator_2020-08,318,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Newburgh Free Academy West,Nominator_2022-11,318,"Public district school, Public district school"
Nominator_2023-11_Mastery Transcript Consortium_Nipmuc Regional High School,Nominator_2023-11,319,"Public district school, Public district school, Public district school, Public district school"
Nominator_2024-10_Mastery Transcript Consortium_Nipmuc Regional High School,Nominator_2024-10,319,"Public district school, Public district school, Public district school, Public district school"
Nominator_2020-08_The Learning Accelerator_Nipmuc Regional High School,Nominator_2020-08,319,"Public district school, Public district school, Public district school, Public district school"
Nominator_2020-08_Big Picture Learning_Big Picture Learning Windsor,Nominator_2020-08,320,"Public district school, Public district school"
Nominator_2022-11_Big Picture Learning_Big Picture Learning Windsor,Nominator_2022-11,320,"Public district school, Public district school"
Nominator_2020-08_National Center for Learning Disabilities_North Elementary School,Nominator_2020-08,321,
Nominator_2020-08_Idaho STEM Action Center_North Idaho STEM Charter Academy,Nominator_2020-08,322,
Nominator_2025-10_National Charter Schools Institute_Northeast Academy for Aerospace and Advanced Technologies,Nominator_2025-10,323,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2020-08_Open Way Learning_Northeast Academy for Aerospace and Advanced Technologies,Nominator_2020-08,323,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2025-10_Transcend_Northeast Academy for Aerospace and Advanced Technologies,Nominator_2025-10,323,"Public charter school, Public charter school, Public charter school, Public charter school"
Nominator_2020-08_Education Reimagined_Northwest Passage High School,Nominator_2020-08,324,Public charter school
Nominator_2020-08_Getting Smart_NuVu High School,Nominator_2020-08,325,Independent (private) school
Nominator_2020-08_Big Picture Learning_Odyssey STEM Academy,Nominator_2020-08,326,"Public district school, Public district school, Public district school"
Nominator_2020-08_Education Reimagined_Odyssey STEM Academy,Nominator_2020-08,326,"Public district school, Public district school, Public district school"
